adult,backdrop_path,genre_ids,id,original_language,original_title,overview,popularity,poster_path,release_date,title,video,vote_average,vote_count
False,/ugS5FVfCI3RV0ZwZtBV3HAV75OX.jpg,"[16, 878, 28]",610150,ja,ドラゴンボール超 スーパーヒーロー,"The Red Ribbon Army, an evil organization that was once destroyed by Goku in the past, has been reformed by a group of people who have created new and mightier Androids, Gamma 1 and Gamma 2, and seek vengeance against Goku and his family.",8753.85,/rugyJdeoJm7cSJL1q4jBpTNbxyU.jpg,2022-06-11,Dragon Ball Super: Super Hero,False,8.0,1294
False,/yaze6df9AMIA9oeDEbIZ4zOTRCJ.jpg,"[28, 12, 14]",960700,ja,鋼の錬金術師 完結編 復讐者スカー,The Elric brothers meet their toughest opponent yet — a lone serial killer with a large scar on his forehead.,3105.174,/14lQfkLDgEIrEtyUMfj5rJEKVlS.jpg,2022-05-20,Fullmetal Alchemist the Revenge of Scar,False,6.7,53
False,/3PieOs1t6dPHWlgvX3XoqTIQLqN.jpg,"[12, 28, 878]",507086,en,Jurassic World Dominion,"Four years after Isla Nublar was destroyed, dinosaurs now live—and hunt—alongside humans all over the world. This fragile balance will reshape the future and determine, once and for all, whether human beings are to remain the apex predators on a planet they now share with history’s most fearsome creatures.",2083.754,/kAVRgw7GgK1CfYEJq8ME6EvRIgU.jpg,2022-06-01,Jurassic World Dominion,False,7.1,3216
False,/odJ4hx6g6vBt4lBWKFD1tI8WS4x.jpg,"[28, 18]",361743,en,Top Gun: Maverick,"After more than thirty years of service as one of the Navy’s top aviators, and dodging the advancement in rank that would ground him, Pete “Maverick” Mitchell finds himself training a detachment of TOP GUN graduates for a specialized mission the likes of which no living pilot has ever seen.",2029.875,/62HCnUTziyWcpDaBO2i1DX17ljH.jpg,2022-05-24,Top Gun: Maverick,False,8.4,3504
False,/i0Y0wP8H6SRgjr6QmuwbtQbS24D.jpg,"[28, 18]",579974,te,రౌద్రం రణం రుధిరం,A fictional history of two legendary revolutionaries' journey away from home before they began fighting for their country in the 1920s.,1783.869,/nEufeZlyAOLqO2brrs0yeF1lgXO.jpg,2022-03-24,RRR,False,7.8,306
False,/zlLQXKsSa2CEkz3UBFWPUPX90PN.jpg,[53],968857,en,Looks Can Kill,"A group of models is killed off, one by one, and everyone is a suspect.",1486.748,/1uy2PNFwtkqH3mhGd6irk5aeIrF.jpg,2022-02-01,Looks Can Kill,False,5.7,5
False,/6FbWhRR5B7OWVgzXuTkIFiaI2N3.jpg,"[28, 53]",848123,en,Black Site,"A group of officers based in a labyrinthine top-secret prison must fight for their lives against Hatchet, a brilliant and infamous high-value detainee. When he escapes, his mysterious and deadly agenda has far reaching and dire consequences.",1288.535,/ipn8khVVC4eToWiGf89WF9J5PJn.jpg,2022-05-05,Black Site,False,7.1,83
False,/pkLegAR3G5T63B2Xz2ijbD1BAm8.jpg,"[53, 27, 28]",927341,en,Hunting Ava Bravo,"Billionaire sportsman Buddy King unwinds by hunting human captives on his remote mountain estate. But his latest victim, Ava Bravo, is no easy target.",1714.811,/etc6HKBEhNySNnYU2nRgbSeIyoW.jpg,2022-04-01,Hunting Ava Bravo,False,6.4,42
False,/mCAkUizRRIwKMOlne9CIoJ3utSc.jpg,"[53, 10770, 28]",951368,en,Your Boyfriend Is Mine,"Over the objection of his girlfriend, Ben agrees to take a job as the “live in” man servant to a wealthy businesswoman, Amanda, but quickly realizes he has made a deal with the devil, and has put himself and his girlfriend in mortal jeopardy",1413.258,/2OOYNZLKjdX8Z5KNyz7zZnHmodJ.jpg,2022-03-19,Your Boyfriend Is Mine,False,6.2,11
False,/14QbnygCuTO0vl7CAFmPf1fgZfV.jpg,"[28, 12, 878]",634649,en,Spider-Man: No Way Home,"Peter Parker is unmasked and no longer able to separate his normal life from the high-stakes of being a super-hero. When he asks for help from Doctor Strange the stakes become even more dangerous, forcing him to discover what it truly means to be Spider-Man.",1141.93,/uJYYizSuA9Y3DCs0qS4qWvHfZg4.jpg,2021-12-15,Spider-Man: No Way Home,False,8.0,15005
False,/t9K8ycUBCplWiICDOKRNRYcEH9e.jpg,"[16, 28, 14]",810693,ja,劇場版 呪術廻戦 0,"Yuta Okkotsu is a nervous high school student who is suffering from a serious problem—his childhood friend Rika has turned into a curse and won't leave him alone. Since Rika is no ordinary curse, his plight is noticed by Satoru Gojo, a teacher at Jujutsu High, a school where fledgling exorcists learn how to combat curses. Gojo convinces Yuta to enroll, but can he learn enough in time to confront the curse that haunts him?",1181.003,/3pTwMUEavTzVOh6yLN0aEwR7uSy.jpg,2021-12-24,Jujutsu Kaisen 0,False,7.8,264
False,/wcKFYIiVDvRURrzglV9kGu7fpfY.jpg,"[14, 28, 12]",453395,en,Doctor Strange in the Multiverse of Madness,"Doctor Strange, with the help of mystical allies both old and new, traverses the mind-bending and dangerous alternate realities of the Multiverse to confront a mysterious new adversary.",1176.221,/9Gtg2DzBhmYamXBS1hKAhiwbBKS.jpg,2022-05-04,Doctor Strange in the Multiverse of Madness,False,7.5,5620
False,/1U5zz2Jvt2L7hXHf1ZN1n74Zx8j.jpg,"[28, 53, 80]",769636,es,Código Emperador,"Follows Juan, an agent working for the intelligence services, who also reports to a parallel unit involved in illegal activities.",1000.672,/8VjVLMiPm598Kg6XmKk5m1fz0p7.jpg,2022-03-18,Code Name: Emperor,False,6.0,87
False,/nW5fUbldp1DYf2uQ3zJTUdachOu.jpg,"[16, 878, 12, 28, 10751]",718789,en,Lightyear,Legendary Space Ranger Buzz Lightyear embarks on an intergalactic adventure alongside a group of ambitious recruits and his robot companion Sox.,931.254,/ox4goZd956BxqJH6iLwhWPL9ct4.jpg,2022-06-15,Lightyear,False,7.2,1983
False,/jazlkwXfw4KdF6fVTRsolOvRCmu.jpg,[53],924482,en,The Ledge,"A rock climbing adventure between two friends turns into a terrifying nightmare. After Kelly captures the murder of her best friend on camera, she becomes the next target of a tight-knit group of friends who will stop at nothing to destroy the evidence and anyone in their way. Desperate for her safety, she begins a treacherous climb up a mountain cliff and her survival instincts are put to the test when she becomes trapped with the killers just 20 feet away.",960.959,/dHKfsdNcEPw7YIWFPIhqiuWrSAb.jpg,2022-02-18,The Ledge,False,6.2,95
False,/iQWnaBP07DztZNgon6fIxRcPqro.jpg,[10749],682908,ko,착한형수3,"Jung-tae has become a successful businessman. One day, he calls for a substitute driver, but the driver was Min-goo, the man who married his crush, Yoo-ri. Jung-tae still hadn't forgotten Yoo-ri and learns that life if tough for this couple. Jung-tae suggests something to Min-goo and that is to let him live with Yoo-ri for a year in return for 300 million won and his house.",578.21,/nW3ZaX4dOkJp5ZkmIbRRMkCT7i0.jpg,2018-06-07,Nice Sister-In-Law 3,False,5.0,3
False,/8wwXPG22aNMpPGuXnfm3galoxbI.jpg,"[28, 12, 10751, 35]",675353,en,Sonic the Hedgehog 2,"After settling in Green Hills, Sonic is eager to prove he has what it takes to be a true hero. His test comes when Dr. Robotnik returns, this time with a new partner, Knuckles, in search for an emerald that has the power to destroy civilizations. Sonic teams up with his own sidekick, Tails, and together they embark on a globe-trotting journey to find the emerald before it falls into the wrong hands.",914.789,/6DrHO1jr3qVrViUO6s6kFiAGM7.jpg,2022-03-30,Sonic the Hedgehog 2,False,7.7,2925
False,/qViFGWCHaSmW4gP00RGh3xjMjsP.jpg,"[27, 9648]",758724,en,The Cellar,"When Keira Woods' daughter mysteriously vanishes in the cellar of their new house in the country, she soon discovers there is an ancient and powerful entity controlling their home that she will have to face or risk losing her family's souls forever.",759.093,/rtfGeS5WMXA6PtikIYUmYTSbVdg.jpg,2022-03-25,The Cellar,False,6.6,217
False,/21ldFAokKVjwzi1SHXoPb5gc7md.jpg,"[27, 9648, 53]",760104,en,X,"In 1979, a group of young filmmakers set out to make an adult film in rural Texas, but when their reclusive, elderly hosts catch them in the act, the cast find themselves fighting for their lives.",738.466,/woTQx9Q4b8aO13jR9dsj8C9JESy.jpg,2022-03-17,X,False,6.7,886
False,/noCgyITVoRxC3huC9zSOQq23sVr.jpg,"[80, 53, 18]",821420,en,Catch the Fair One,A Native American boxer embarks on the fight of her life when she goes in search of her missing sister.,796.193,/35QvPu5nOGlzDIGOdvtRNNkfjLZ.jpg,2022-02-11,Catch the Fair One,False,6.7,25
False,/l99dylTOAMkwKSr54X5ytiEtnLA.jpg,"[14, 12, 28]",919355,en,Dragon Knight,"Many years after the war has been lost, and all the dragons slain, a lone knight travels the lands of Agonos seeking to raise an army against the demon lord Abaddon. When a healer's vision reveals that one dragon still lives, and together with an eager young squire, the knight sets off in search of the fabled creature. As the armies of Abaddon descend on the human kingdoms, the dragon is their last hope of fending off the horde, before it lays waste to the lands of men. But does the creature even exist? And if it does, will it fight for them once more?",797.178,/zkGFADykBtfPfTv7YJooxTH52ph.jpg,2022-03-21,Dragon Knight,False,6.8,27
False,/cDA5NGs3o8mdgxqlqEGrDi56z2B.jpg,"[16, 18, 9648, 14]",802699,ja,とつくにの少女,"Once upon a time, in a far, faraway place, there were two lands. The world was divided into an inner land and an outer land. People feared the outer land, inhabited by eerie beings, the carriers of curse. One day, on the border to the inner land inhabited by humans, one such being finds a girl on heaps of abandoned dead bodies. The girl says her name is Shiva and shows affection to the ""being"" who found her, calling him ""Teacher.""  This is a story of two people—one human, one inhuman—who linger in the hazy twilight that separates night from day.",663.496,/pxetgBMAyDg8dorRApnHPKvD74g.jpg,2022-03-10,The Girl From the Other Side,False,7.5,4
False,/836W3i5bO3662x6WaK0GIY1iSxf.jpg,"[16, 27, 35]",667276,es,Las Leyendas: El Origen,"When a human baby crosses the Eternal Mirror, the portal between the living and the death opens its path to the beings from the underworld.",629.117,/7aju8OJ2F7jHkKJ68jfM6DGzMMD.jpg,2021-02-15,Legend Quest: The Origin,False,8.3,154
False,/1Ds7xy7ILo8u2WWxdnkJth1jQVT.jpg,"[28, 12, 35]",752623,en,The Lost City,"Reclusive author Loretta Sage writes about exotic places in her popular adventure novels that feature a handsome cover model named Alan. While on tour promoting her new book with Alan, Loretta gets kidnapped by an eccentric billionaire who hopes she can lead him to the ancient city's lost treasure that featured in her latest story. Alan, determined to prove he can be a hero in real life and not just on the pages of her books, sets off to rescue her.",659.979,/neMZH82Stu91d3iqvLdNQfqPPyl.jpg,2022-03-24,The Lost City,False,6.8,1876
False,/k2G4WqGiT60K9yJnPh4K6VLnl3A.jpg,"[28, 12, 14]",639933,en,The Northman,"Prince Amleth is on the verge of becoming a man when his father is brutally murdered by his uncle, who kidnaps the boy's mother. Two decades later, Amleth is now a Viking who's on a mission to save his mother, kill his uncle and avenge his father.",646.736,/zhLKlUaF1SEpO58ppHIAyENkwgw.jpg,2022-04-07,The Northman,False,7.2,2305
False,/b1L7qevxiVpkVFq4dmdQPGFPWH0.jpg,[27],836225,en,The Exorcism of God,"An American priest working in Mexico is considered a saint by many local parishioners. However, due to a botched exorcism, he carries a secret that’s eating him alive until he gets an opportunity to face his demon one final time.",663.091,/hangTmbxpSV4gpHG7MgSlCWSSFa.jpg,2022-03-11,The Exorcism of God,False,7.2,582
False,/zGLHX92Gk96O1DJvLil7ObJTbaL.jpg,"[14, 12, 28]",338953,en,Fantastic Beasts: The Secrets of Dumbledore,"Professor Albus Dumbledore knows the powerful, dark wizard Gellert Grindelwald is moving to seize control of the wizarding world. Unable to stop him alone, he entrusts magizoologist Newt Scamander to lead an intrepid team of wizards and witches. They soon encounter an array of old and new beasts as they clash with Grindelwald's growing legion of followers.",627.819,/3c5GNLB4yRSLBby0trHoA1DSQxQ.jpg,2022-04-06,Fantastic Beasts: The Secrets of Dumbledore,False,6.8,2683
False,/m7ldf8UdWSDztU8STGp8artmGoa.jpg,"[18, 28, 12]",978436,tr,Adanis: Kutsal Kavga,,510.206,/1G5mt3uGUW5OWUcxcBUtHm5Zdd9.jpg,2022-03-11,Adanis: Kutsal Kavga,False,6.0,8
False,/3G1Q5xF40HkUBJXxt2DQgQzKTp5.jpg,"[16, 35, 10751, 14]",568124,en,Encanto,"The tale of an extraordinary family, the Madrigals, who live hidden in the mountains of Colombia, in a magical house, in a vibrant town, in a wondrous, charmed place called an Encanto. The magic of the Encanto has blessed every child in the family—every child except one, Mirabel. But when she discovers that the magic surrounding the Encanto is in danger, Mirabel decides that she, the only ordinary Madrigal, might just be her exceptional family's last hope.",582.436,/4j0PNHkMr5ax3IA8tjtxcmPU3QT.jpg,2021-11-24,Encanto,False,7.7,7269
False,/as4jvr6PF7Wfs0RyUl5bOJcB3yt.jpg,"[18, 35]",626735,en,Dog,An army ranger and his dog embark on a road trip along the Pacific Coast Highway to attend a friend's funeral.,602.485,/zHQy4h36WwuCetKS7C3wcT1hkgA.jpg,2022-02-17,Dog,False,7.4,842
False,/ftGzl2GCyko61Qp161bQElN2Uzd.jpg,"[28, 53]",961484,en,Last Seen Alive,"After Will Spann's wife suddenly vanishes at a gas station, his desperate search to find her leads him down a dark path that forces him to run from authorities and take the law into his own hands.",553.923,/qvqyDj34Uivokf4qIvK4bH0m0qF.jpg,2022-05-19,Last Seen Alive,False,6.6,281
False,/qjGrUmKW78MCFG8PTLDBp67S27p.jpg,"[16, 28, 12, 14]",635302,ja,劇場版「鬼滅の刃」無限列車編,"Tanjirō Kamado, joined with Inosuke Hashibira, a boy raised by boars who wears a boar's head, and Zenitsu Agatsuma, a scared boy who reveals his true power when he sleeps, boards the Infinity Train on a new mission with the Fire Hashira, Kyōjurō Rengoku, to defeat a demon who has been tormenting the people and killing the demon slayers who oppose it!",580.93,/h8Rb9gBr48ODIwYUttZNYeMWeUU.jpg,2020-10-16,Demon Slayer -Kimetsu no Yaiba- The Movie: Mugen Train,False,8.3,2679
False,/fOy2Jurz9k6RnJnMUMRDAgBwru2.jpg,"[16, 10751, 35, 14]",508947,en,Turning Red,"Thirteen-year-old Mei is experiencing the awkwardness of being a teenager with a twist – when she gets too excited, she transforms into a giant red panda.",590.697,/qsdjk9oAKSQMWs0Vt5Pyfh6O4GZ.jpg,2022-03-10,Turning Red,False,7.5,3132
False,/3myU9OTSvAXxFVYBDUDs9zDFF4P.jpg,"[27, 53]",629015,en,Shut In,A young single mother is held captive along with her two children by a violent ex and must plot their escape before it’s too late.,547.7,/b5ug4LyLQFeR6azAJyIPBQz5ur9.jpg,2022-03-24,Shut In,False,7.1,201
False,/lV3UFPPxDIPelh46G9oySXN9Mcz.jpg,"[10749, 18]",744275,en,After We Fell,"Just as Tessa's life begins to become unglued, nothing is what she thought it would be. Not her friends nor her family. The only person that she should be able to rely on is Hardin, who is furious when he discovers the massive secret that she's been keeping. Before Tessa makes the biggest decision of her life, everything changes because of revelations about her family.",554.203,/dU4HfnTEJDf9KvxGS9hgO7BVeju.jpg,2021-09-01,After We Fell,False,7.2,1889
False,/gG9fTyDL03fiKnOpf2tr01sncnt.jpg,"[28, 878, 14]",526896,en,Morbius,"Dangerously ill with a rare blood disorder, and determined to save others suffering his same fate, Dr. Michael Morbius attempts a desperate gamble. What at first appears to be a radical success soon reveals itself to be a remedy potentially worse than the disease.",543.643,/6JjfSchsU6daXk2AKX8EEBjO3Fm.jpg,2022-03-30,Morbius,False,6.5,2459
False,/vjnLXptqdxnpNJer5fWgj2OIGhL.jpg,"[28, 53, 80]",818397,en,Memory,"Alex, an assassin-for-hire, finds that he's become a target after he refuses to complete a job for a dangerous criminal organization. With the crime syndicate and FBI in hot pursuit, Alex has the skills to stay ahead, except for one thing: he is struggling with severe memory loss, affecting his every move. Alex must question his every action and whom he can ultimately trust.",539.306,/4Q1n3TwieoULnuaztu9aFjqHDTI.jpg,2022-04-28,Memory,False,7.2,742
False,/b0PlSFdDwbyK0cf5RxwDpaOJQvQ.jpg,"[80, 9648, 53]",414906,en,The Batman,"In his second year of fighting crime, Batman uncovers corruption in Gotham City that connects to his own family while facing a serial killer known as the Riddler.",543.671,/74xTEgt7R36Fpooo50r9T25onhq.jpg,2022-03-01,The Batman,False,7.7,6122
False,/cetU6lsj5bFCCFTWezGISmYwDAG.jpg,"[14, 27, 53, 9648]",896448,en,Beneath the Surface,"A young woman survives a great white shark attack, whilst on a family boating vacation, however soon realizes the nightmare is far from over. Those around her can not be trusted, and she must face her demons, if she is to step back in the water.",515.205,/xXE9IDEFiye0zNzmnT0eUDbGyVI.jpg,2022-04-01,Beneath the Surface,False,7.0,43
False,/5DCIRgOrCTayoCGggVn1kyqs1Vh.jpg,"[53, 27]",945657,en,Titanic 666,"After a mammoth cruise ship sails over the site of the Titanic’s disaster, dark and deadly events start to occur on board. As the ship’s captain investigates the tragic occurrences, it becomes clear that the passengers and crew from the original Titanic have returned.",471.762,/EX0ITg5YqDgFHjujpTNhEPaJSL.jpg,2022-04-15,Titanic 666,False,6.1,71
False,/4dNv1W1KMSLdYGz0tCEaynF0E4Q.jpg,"[28, 53, 80]",854467,en,Indemnity,"An ex-fireman with PTSD goes on the run when accused of a crime he doesn't even remember committing, leading him down a rabbit hole of conspiracy to the highest degree.",435.472,/tVbO8EAbegVtVkrl8wNhzoxS84N.jpg,2022-02-11,Indemnity,False,7.1,64
False,/egS5SHI4Ppwmb65lUjqsy79ASnN.jpg,[27],756681,es,Veneciafrenia,A group of spanish tourists in Venice finds themselves fighting for their lives against locals that are not too keen on foreigners.,538.269,/luMC56bwZqaECYRz6X7sXjqN6nd.jpg,2022-04-22,Veneciafrenia,False,6.0,115
False,/cugmVwK0N4aAcLibelKN5jWDXSx.jpg,"[16, 28, 12, 878]",768744,ja,僕のヒーローアカデミア THE MOVIE ワールド ヒーローズ ミッション,"A mysterious group called Humarize strongly believes in the Quirk Singularity Doomsday theory which states that when quirks get mixed further in with future generations, that power will bring forth the end of humanity. In order to save everyone, the Pro-Heroes around the world ask UA Academy heroes-in-training to assist them and form a world-class selected hero team. It is up to the heroes to save the world and the future of heroes in what is the most dangerous crisis to take place yet in My Hero Academia.",500.163,/AsTlA7dj2ySGY1pzGSD0MoHFhEF.jpg,2021-08-06,My Hero Academia: World Heroes' Mission,False,7.6,271
False,/xHRabofjmMGoIV3mb6xgy4nwOcS.jpg,[27],801071,en,The Jack in the Box: Awakening,"When a vintage Jack-in-the-box is opened by a dying woman, she enters into a deal with the demon within that would see her illness cured in return for helping it claim six innocent victims.",515.322,/3Ib8vlWTrAKRrTWUrTrZPOMW4jp.jpg,2022-02-24,The Jack in the Box: Awakening,False,5.8,84
False,/aEGiJJP91HsKVTEPy1HhmN0wRLm.jpg,"[28, 12]",335787,en,Uncharted,"A young street-smart, Nathan Drake and his wisecracking partner Victor “Sully” Sullivan embark on a dangerous pursuit of “the greatest treasure never found” while also tracking clues that may lead to Nathan’s long-lost brother.",512.315,/rJHC1RUORuUhtfNb4Npclx0xnOf.jpg,2022-02-10,Uncharted,False,7.1,3387
False,/vIgyYkXkg6NC2whRbYjBD7eb3Er.jpg,"[878, 28, 12]",580489,en,Venom: Let There Be Carnage,"After finding a host body in investigative reporter Eddie Brock, the alien symbiote must face a new enemy, Carnage, the alter ego of serial killer Cletus Kasady.",468.498,/rjkmN1dniUHVYAtwuV3Tji7FsDO.jpg,2021-09-30,Venom: Let There Be Carnage,False,6.9,7934
False,,[10749],485470,ko,착한 형수2,"If you give it once, a good brother-in-law who gives everything generously will come!  At the house of her girlfriend Jin-kyung, who lives with pumice stone, her brother and his wife suddenly visit and the four of them live together. At first, Kyung-seok, who was burdened by his girlfriend's brother, began to keep his eyes on his wife, Yeon-su. A bold brother-in-law who walks around in no-bra and panties without hesitation even at his sister-in-law's house. Besides, from a certain moment, he starts to send a hand of temptation to Pyeong-seok first...",277.632,/3pEs4hmeHvTAsmx09whEaPDOQpq.jpg,2017-11-06,Nice Sister-In-Law 2,False,5.0,1
False,/tTxBcogfOEvU9MfOFjdHx5pWXnz.jpg,"[53, 10770]",950618,en,Sinister Stepsister,"Jeff Mitchell seems to have it all. He has an interesting and lucrative job, a loving wife, and two amazing kids. Therefore, life is good. However, on one bright day, a cosmic sucker punch comes out of the blue. When Jeff was in high school, unbeknownst to him, he got his girlfriend pregnant. Next, the girl moved away, had the baby, and raised her as a single mother, never telling her daughter, Carlee, who her real father was. However, Carlee's mother recently died in a tragic accident, prompting Carlee to try and uncover the truth. Maybe Jeff is not so lucky after all?",644.874,/2psm4URqYAF9jSnA1ux8BKmm0EI.jpg,2022-03-11,Sinister Stepsister,False,6.3,15
False,/oasoFPah6e5kKHXEWOUVVgDoIva.jpg,"[10749, 18]",829557,en,365 Days: This Day,"Laura and Massimo are back and hotter than ever. But the reunited couple's new beginning is complicated by Massimo’s family ties and a mysterious man who enters Laura’s life to win her heart and trust, at any cost.",423.249,/7qU0SOVcQ8BTJLodcAlulUAG16C.jpg,2022-04-27,365 Days: This Day,False,5.9,799
False,/m3Ys7UDzUzOyoPYKzp4GhKKokUr.jpg,"[16, 10751, 14, 35, 12]",585083,en,Hotel Transylvania: Transformania,"When Van Helsing's mysterious invention, the ""Monsterfication Ray,"" goes haywire, Drac and his monster pals are all transformed into humans, and Johnny becomes a monster. In their new mismatched bodies, Drac and Johnny must team up and race across the globe to find a cure before it's too late, and before they drive each other crazy.",444.944,/teCy1egGQa0y8ULJvlrDHQKnxBL.jpg,2022-02-25,Hotel Transylvania: Transformania,False,7.1,1192
False,/997ToEZvF2Obp9zNZbY5ELVnmrW.jpg,"[10749, 18]",537915,en,After,"Tessa Young is a dedicated student, dutiful daughter and loyal girlfriend to her high school sweetheart. Entering her first semester of college, Tessa's guarded world opens up when she meets Hardin Scott, a mysterious and brooding rebel who makes her question all she thought she knew about herself -- and what she wants out of life.",439.181,/u3B2YKUjWABcxXZ6Nm9h10hLUbh.jpg,2019-04-11,After,False,7.2,7246
False,/vkjsoMF86dJIv6Sgtd4CcuR8kzh.jpg,"[16, 14]",843241,ja,劇場版 七つの大罪 光に呪われし者たち,"With the help of the ""Dragon Sin of Wrath"" Meliodas and the worst rebels in history, the Seven Deadly Sins, the ""Holy War"", in which four races, including Humans, Goddesses, Fairies and Giants fought against the Demons, is finally over. At the cost of the ""Lion Sin of Pride"" Escanor's life, the Demon King was defeated and the world regained peace. After that, each of the Sins take their own path.",436.728,/k0ThmZQl5nHe4JefC2bXjqtgYp0.jpg,2021-07-02,The Seven Deadly Sins: Cursed by Light,False,7.8,388
False,/8QpzqK3nPGxpqpKqhe6QasTGBWQ.jpg,"[878, 12, 28]",406759,en,Moonfall,A mysterious force knocks the moon from its orbit around Earth and sends it hurtling on a collision course with life as we know it.,432.604,/odVv1sqVs0KxBXiA8bhIBlPgalx.jpg,2022-02-03,Moonfall,False,6.4,1785
False,/33qGtN2GpGEb94pn25PDPeWQZLk.jpg,"[28, 80, 53]",894169,en,Vendetta,"When his daughter is murdered, William Duncan takes the law into his own hands, setting out on a quest for retribution. After killing the street thug responsible for her death, he finds himself in the middle of a war with the thug's brother, father, and their gang, who are equally hell-bent on getting even. What ensues is a tense back-and-forth game of vengeance. By the end, William comes to find that the quest for revenge never has a winner.",427.8,/7InGE2Sux0o9WGbbn0bl7nZzqEc.jpg,2022-05-17,Vendetta,False,6.5,145
False,/ppNyhrKHCeEgASliV4QN03bp6QR.jpg,"[27, 35, 10402]",895744,en,Studio 666,"Legendary rock band Foo Fighters move into an Encino mansion steeped in grisly rock and roll history to record their much anticipated 10th album. Once in the house, Dave Grohl finds himself grappling with supernatural forces that threaten both the completion of the album and the lives of the band.",392.429,/zD2XyaV6eGEEgEzVnjg0hQVR5yz.jpg,2022-02-24,Studio 666,False,6.4,97
False,/vqEX1uF3Spl12rOACQ3gJ6j4MSR.jpg,[27],864370,zh,咒,"Inspired by a true story of a family who believed they were possessed by spirits, this film follows a woman who must protect her child from a curse.  WARNING: This is a cursed video, it might contain certain risks to watch. For those who dares to follow, please solve the puzzle of my daughter's curse with me.",398.402,/6zltP23zLGPogsHZUazSrrwNuKs.jpg,2022-03-18,Incantation,False,7.0,297
False,/2kvl6lcgoyAaf8cSRkzxE611u6T.jpg,"[16, 28, 14, 878]",761898,ja,劇場版 ソードアート・オンライン-プログレッシブ- 星なき夜のアリア,"One month after Kayaba Akihiko's game of death began, the death toll continues to rise, two thousand players having already lost their lives to the ultra-difficult VRMMO world of Sword Art Online. On the day of the strategy meeting to plan out the first-floor boss battle, Kirito, a solo player who vows to fight alone to get stronger, runs into a rare, high-level female player. She gracefully dispatches powerful monsters with a single rapier that flashes like a shooting star in the night...",387.831,/yD9RhgIVydQNBK7OLEbCWYcWMUd.jpg,2021-10-30,Sword Art Online the Movie -Progressive- Aria of a Starless Night,False,8.2,100
False,/6mJrgL7Mi13XjJeGYJFlD6UEVQw.jpg,"[16, 35, 10751, 10402]",438695,en,Sing 2,"Buster and his new cast now have their sights set on debuting a new show at the Crystal Tower Theater in glamorous Redshore City. But with no connections, he and his singers must sneak into the Crystal Entertainment offices, run by the ruthless wolf mogul Jimmy Crystal, where the gang pitches the ridiculous idea of casting the lion rock legend Clay Calloway in their show. Buster must embark on a quest to find the now-isolated Clay and persuade him to return to the stage.",396.386,/aWeKITRFbbwY8txG5uCj4rMCfSP.jpg,2021-12-01,Sing 2,False,8.0,3107
False,/rQNWdUtbZxkvbFRfGZr9iUOizfs.jpg,"[16, 28, 12]",791348,en,Constantine: The House of Mystery,"John Constantine wakes up in the eerie House of Mystery with no recollection of how he got there. Fortunately, Zatanna and his friends are all there. Unfortunately, they have a bad habit of turning into demons and ripping him to shreds, over and over again!",389.929,/kqYDoEb9PxLXM2ccoHInMMJalti.jpg,2022-05-02,Constantine: The House of Mystery,False,7.2,76
False,/obTdaJ22RNFi3fmzUVT5eWOFsOe.jpg,"[53, 80]",728366,en,Borrego,"A young botanist relocates to a small desert town to study an invasive plant species. While out on research, she comes to the aid of a downed plane only to find herself taken captive by an inexperienced drug mule who forces her to lead a trek across the sweltering desert to his drop. A local sheriff is drawn into the hunt as his rebellious daughter sets out to find the missing botanist, all the while being pursued by a local drug receiver.",374.546,/kPzQtr5LTheO0mBodIeAXHgthYX.jpg,2022-01-14,Borrego,False,6.0,42
False,/6hgItrYQEG33y0I7yP2SRl2ei4w.jpg,"[10749, 18]",613504,en,After We Collided,Tessa finds herself struggling with her complicated relationship with Hardin; she faces a dilemma that could change their lives forever.,386.457,/kiX7UYfOpYrMFSAGbI6j1pFkLzQ.jpg,2020-09-02,After We Collided,False,7.3,4682
False,/h6XfgbzQEV4sitsIVY63pawLI0s.jpg,"[35, 27, 10752]",613093,es,Malnazidos,"During the Spanish Civil War, sworn enemies must work together when they encounter flesh-eating zombies created in a Nazi experiment.",357.138,/avokvOwhjVR9GgISsSSgb2A343G.jpg,2020-10-08,Valley of the Dead,False,6.3,186
False,/fX3tu1w7iZJVP91bNvocmisOfWD.jpg,"[35, 28]",838197,it,Altrimenti ci arrabbiamo,"Carezza and Sorriso, brothers very different from each other and in quarrel since childhood, will have to put aside their controversies to recover the legendary Dune Buggy, once belonged to their beloved father and now stolen from him by Torsillo, an unscrupulous building speculator, and his son Raniero. In doing so, they will forge an unusual alliance with a circus community, headed by the beautiful and dangerous Miriam and threatened by Torsillo's dirty business. Between daring chases, memorable fights and delicate meals based on beer and sausages, will the two brothers be able to find their beloved car?",519.268,/qlrRi05x5hjoM29hz6TDLGTUSop.jpg,2022-03-23,"Watch Out, We're Mad",False,5.0,59
False,/An1nKjXahrChfEbZ3MAE8fsiut1.jpg,[27],661791,es,La abuela,"A Paris model must return to Madrid where her grandmother, who raised her, has had a stroke. But spending just a few days with this relative turns into an unexpected nightmare.",357.723,/eIUixNvox4U4foL5Z9KbN9HXYSM.jpg,2022-01-28,The Grandmother,False,5.8,251
